Observation,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,Energy
1236,21.5,39.9,18.82333333,43.82666667,22.1,37.9,20.99666667,37.5,20,43.12666667,6.656666667,69.12333333,20.1,37.16333333,22.1,41.66333333,19.79,41.23,6.15,756.15,95,2.5,52.5,5.4,70
1237,20.67142857,38.4,19.6,37.5,20.2,37.975,22.1,36.88285714,17.98428571,45,6.98,79.50666667,19.45285714,31.46857143,20.84714286,38.36857143,18.5,41.9,6.83,748.05,73,6,40,2.23,100
1238,19.79,35.79,17.6,37.79,20,37.9,17.89,35.2,18.2,40.01125,-0.466666667,82.43333333,18.29,30.1,21,40.8725,17.89,39.96666667,-0.783,754.5666667,85,3,64.66666667,-3.07,60
1239,20.89,36.7225,18,40.53,22.1,34.53,20.66,34.29,20,43.1,5.866666667,54.95666667,21.29,32.014,23.5,38.33333333,20,36.76666667,3.67,755.0166667,91.33333333,2.333333333,24.5,2.35,70
1240,21.73,37.7,19.89,37.4,22.1,34.73,22.06666667,34.29,18.5,43.32666667,7.53,29.5,19.2,28.89,22.89,36.66333333,19.29,34.79,6.65,762.1833333,68.83333333,3.166666667,24,1.23,150
1241,23,34.9,23.1,32.52666667,23.1,35.5,22.90571429,33.79,21,38.2,20.53333333,1,22.56666667,28.87333333,22.15,38.29,20.2,36.32666667,18.6,760.0333333,36.66666667,4,40,3.37,70
1242,21.79,40.59333333,21.1,35.7,22.5,35.03,22.6,34.536,20.39,39.29,12.79333333,1,20.7,28.2,22.1,35.79,20.5,36.22333333,11.5,762.1,54,5,40,2.3,260
1243,21.79,42.9,19.39,44.76,23.39,40.59,21.89,39.66333333,20.86142857,44.41428571,5.59,53.93,21.6,35.812,22.6,43.79,20.79,44.4,7.02,751.4333333,88.5,1.833333333,40,5.3,60
1244,21,43.4,19.39,44.43333333,21.7,42.5,21.1,41.46666667,19.16,50.98,4.09,87.69,19.29,43.53,21.42666667,50.13333333,18.55714286,45.86857143,3.78,753.8666667,95.83333333,1.166666667,26.16666667,3.15,40
1245,22.79,45.32666667,21.89,44.59,23.29,45.29,21.5,48.96666667,20.235,61.52944444,10.19,99.9,18.79555556,45.79611111,20.86777778,55.93333333,17.89,50.62666667,10.3,759.6,95,8,52,9.45,60
1246,23.29,39.06666667,22.1,38.2,22.39,43.03,21,40.76666667,18.82333333,51.82666667,0.966666667,96.53,20.1,37,21.1,42.29,17.79,40.03,0.4,765.1,96,5,14,-0.1,110
1247,21.6,39.045,21,38.16333333,22.5,38.26,21.5,38.7,20.1,45.23,13.92666667,13.83,20.85666667,32.13333333,24.35666667,38.93,20.46333333,37.79,11.2,753.3,60,4,40,3.7,80
1248,22.82333333,47.62333333,21.1,47.02666667,25.445,41.1,22.2,41.56666667,20.5,51.2,14.2,37.99666667,21.04285714,37.13714286,22.5,43.97142857,20.79,45.06,11,748.55,81.83333333,6.833333333,38.16666667,8.03,530
1249,19.1,41.46666667,17.92666667,41.86,19.29,40.29,18.39,38.2,17.29,54.4,-2.529444444,90.26611111,18.53333333,34.7,19.865,43.0425,16.96333333,37.29,-2.5,756.6,83,3,24,-5,300
1250,22.9175,39.5425,22.2,36.19666667,27.35666667,38.26,22.85,34.752,20.73,42.23,14.06666667,3.53,21.81857143,30.6,23.5,38.59,20.6,37.66333333,13,757.3,57,5,40,4.6,420
1251,24.29,38.29,22.7,38.2,26.35666667,38.29,24.63571429,36.2,23.29,39.29,13.296,8.916,24.26428571,38.56428571,24.2,39.86857143,23.31857143,45.38428571,14.3,751.9,62.83333333,2.833333333,40,7.22,60
1252,21.29,47.4,20.29,47.29,21.66666667,46.76,18.79,49.2,19.47555556,52.17555556,10.8,99.9,19.04444444,51.025,20.92666667,57.5,17.6,52.9,10.8,758.6666667,92.66666667,6.666666667,59,9.63,50
1253,21.29,38.29,18.6,41.79,22.79,38.29,19.96333333,39,19.89,47.5,8.19,46.46666667,21.35666667,38.59,23,43.9,20.29,43.09,7.6,742,80,11,40,4.3,60
1254,24.29,38.4,22.76,38,26.29,38.29,24.65,36.2,23.29,39.29,14.154,7.876,24.29,38.44285714,24.2,40.03857143,23.29,45.2,14.7,751.8666667,60.83333333,2.833333333,40,7.18,60
1255,21.29,45.9,20.76,43.5,21.42666667,43.65666667,18.89,41.43333333,19,55.39333333,9.53,57.43333333,19.40222222,36.28722222,21.27277778,45.72777778,19.2,44.26,8.35,746.75,67.5,8,40,2.6,80
1256,23.39,35.9,20.39,38.554,24.29,36.86857143,23.5,34.29,23.29,39.59,4.963333333,40.49666667,23.7,30.89,24.39,36.59,23.1,40.254,4.8,761.1,88,2,40,2.9,90
1257,21.39,43.2,20.1,43.79,21.89,42,21,43.79,18.2,54.5,10.19,92.65666667,18.13333333,41.7,21.13333333,53.26,18,45.59,10.3,755.75,93.5,8.5,61.5,9.25,40
1258,21.1,44.69333333,20.29,42.59,22.89,42.56666667,21,43,18.85666667,54.225,9.13,67.82666667,19.1,36.51,21.92055556,47.645,19,43.02666667,8.45,739.45,69.5,12.5,40,3.1,750
1259,23.42666667,37.13333333,22.456,36.616,24.254,34.96,23.39,33.26666667,23.2,38.59,11.83,3.396666667,23.55,29.2,24.29,37,23.2,36.345,8.95,761.8,66.33333333,5,40,2.92,100
1260,21.39,37.09,18.7,40.53,22.79,37.2,19.29,37.59,19.03333333,43.12666667,6.59,54.69333333,19.1,33.59,21.29,44.59,19.2,41.32666667,5,757.7666667,96.33333333,1,40,4.4,60
1261,19.66666667,35.96666667,17.5,38,20,38.2,17.79,35.23,18.1,40.556,0,79.93333333,18.2,30.13333333,20.89,41,17.89,40.4,-0.133,754.45,84.66666667,3.166666667,63.33333333,-2.4,50
1262,22.39,37.79,22.29,35.29,25.1725,36.675,22.5,34.7,20.7,43.59,10.69,10.16666667,21.25625,28.77,23.5,38.09,20.79,38.82666667,8.5,757,61.66666667,5,40,1.52,360
1263,21.2,36.03,19.53333333,37.29666667,20.85666667,35.5,20.79,34.3,19.2,42.23,9.233333333,39.43,21.76,27.82333333,22.76,34.6,19.73,37.82666667,7.35,763.4666667,79.5,7,23,3.95,210
1264,22.39,39,23.79,35.4,23.1,37.73,22.39,37.79,20.89,46.796,19.56666667,2.296666667,22.1,33.59,22.48428571,38.94142857,21.1,39.43333333,16.4,750.2,50.5,5.5,40,5.95,70
1265,22.89,42.73,22.29,40.7,22.53333333,43.36333333,19.2,40.56,19.39,50.50944444,3.2,92.19,20.29,38.25111111,23.30111111,42.84222222,18.82333333,40.26,3.65,737.9,90.5,7.666666667,40,2.18,130
1266,22.2,44.53,21.66666667,44.09,22.63333333,41.76666667,21.26,45.16333333,19.79,49.5,16.23,34.3,21.29,41.65666667,24.39,47.82666667,20.29,45.2,17.1,749.35,67.5,2.5,40,10.9,110
1267,17.6,36.23,16.6,36.5,18,37.29,16.5,35.9,16.39,52.765,2.163333333,97.15666667,16.29,30.7,19.7,40.58,15.69,35.9,0.6,760.3,80.5,2,61.83333333,-2.42,80
1268,21.89,40.09,18.6,45.16333333,23.89,38.7,21.2,38,20.66666667,46.56,1.663333333,50.89,21,33.09,23.7,40.9,20.89,44.06,3.9,751.2,94,1,40,3,50
1269,19.6,45.09,18.79,44.2,19.82333333,44.62666667,18.26,44.02666667,17.2,52.09,5.396666667,84.19,19.11111111,39.09,19.01111111,45.10222222,17.29,46.56,5.5,765.1,77,2,40,1.8,40
1270,19.42666667,36.59,16.79,40,19.89,37.09,18.7,34.4,17.39,43.2,6.9975,47.07,17.89,31.16666667,19.1,38.23,17.7,37.43333333,7.03,744.1666667,63.66666667,9.666666667,40,0.5,90
1271,22.7,33.26,25.16666667,27.32333333,22.79,32.96666667,23.1,32.59,20.6,47.93333333,17.09666667,1,21.29,30.54,23.06666667,36.56,20.5,37.09,14.4,766.65,42.5,2.5,40,1.8,60
1272,21.6,35.2,18.85666667,37.79,20.6,36.59,20.2,33.5,19.2,60.858,3.966666667,52.13,21.7225,30.2225,23.79,35.42333333,19.39,37.29,4.8,769,78,4,22,1.2,60
1273,22.29,34.0725,24.66333333,28.79666667,23.39,34.42,22.5,31.86,20.79,40.12666667,15.12666667,1,21.79,31.856,23.16,37.59,20.79,37.09,10.8,762.8333333,55.16666667,2.833333333,40,1.92,240
1274,19.7,38.26,19.2,37.9,18.7,39.645,19.13333333,38,16.81777778,57.92777778,0.6,96.8,16.2,33.5,19.7,45.46277778,15.89,40.62666667,-0.167,761.8666667,88.33333333,2,60.16666667,-1.9,50
1275,24.42666667,38.15666667,23.29,37.36333333,24.63333333,37.53,24,36.62666667,21.29,51.46666667,13.672,11.82,23.2,34.4,24.5,42.46333333,21.6,40.3,15.3,752.5,63.5,1,40,8.3,50
1276,20.1,44,19.46333333,43.29,20.2,44.2,18.2,45.36333333,18.1,48.50444444,9.733333333,89.46666667,16.775,41.80833333,18.11666667,47.98222222,16.7,48.5,12.1,763.3,56,4,40,3.5,40
1277,24,39.79,25.1,34.62142857,24.5,37.678,24,38,20.5,44.2,20.694,1,23.1,35.2,22.82333333,39.2,22.79,40.2,16.1,757.7333333,62.5,4.666666667,30.83333333,8.95,60
1278,20.89,38.19333333,19.63333333,37.56,20.76,36.4,19.32333333,34.53,18.14,48.714,4.19,51.76666667,18.45285714,30.41,20.35666667,37.7,17.7,35.29,3.65,751.5666667,79.5,2.833333333,20.83333333,0.333,90
1279,24.29,38.93333333,25.85666667,35.03,26.1,37.06,24.63333333,37.49777778,23,41.93333333,21.23857143,1,24,35.5,23.79,39.59,23.5,40.76,17.1,752.8,61,3,40,9.5,70
1280,26.2,44.19666667,27.5,38.59,28.12,39.878,25.7,43.21285714,24.2,48.36,24,1,25.35666667,39.89,25.1,46.356,24.40571429,44.72714286,21.6,747.8833333,54.16666667,5.166666667,30.83333333,11.9,170
1281,21.39,37.4,18.29,41.93333333,22.2,37,19.7,36.7,19.2,45.86333333,4.656666667,68.73333333,19.23,32.32666667,22.79,44.13333333,19.66666667,41.06,4.6,761,97,1,54,4.15,50
1282,22.29,38.29,21.73,37.06,22.39,37.79,21,36.9,19.7,46,12.53333333,29.49,21.03333333,32.12666667,22.66666667,39.26,20.42666667,41.06666667,10.9,760.2,57,3.666666667,32.66666667,2.6,50
1283,20.29,36.7,18.39,37.29,20.39,37.2,19.29,35.09,18.7,57.356,-0.033333333,66.32666667,18.72571429,35.69428571,20.2,44.5,17.7,40.29,1.5,750.05,81.5,3,21.5,-1.4,40
1284,19.89,37.5,18.39,36.4,20.39,35.79,19.26,33.26,17.6,43,5,64.49,18.79,28.7,20.13333333,36.59,18.1,37.09,3.7,758.1,81,8,20,0.7,120
1285,20.89,43.9,20.2,43.09,20.63333333,44.53,20.46333333,44.79,17.79,52.4,9.733333333,99.9,17.725,42.215,18.51111111,48.645,17,48.4,9.47,764.6,89.33333333,3.666666667,23,7.83,40
1286,21.39,40.26666667,19.85666667,39.03,21.89,39.56,19.39,38.2,18.39,48.98333333,5.4,81.36333333,20.68888889,31.46944444,24.19833333,38.545,18.96333333,41.79,5.45,740.5,67.5,4.5,40,-0.2,90
1287,18.29,39.09,17.2,39.43333333,18.39,39.4,16.1,38.9,16.1,47.77,4.19,96.93,16.2,33.85722222,17.7,41.88722222,15.69,39.2,3,760.6,88,5,61,1.2,40
1288,19.7,33.82666667,17.66666667,34.7,19.92142857,35.79,19.29,32.82666667,18.2,46.12428571,-2.83,83.12666667,18.42666667,28.56666667,20.29,35.76666667,17.53,33.4,-0.8,762.1,83,1,65,-3.4,100
1289,21.82333333,43.36,20.6,42.86333333,22.56666667,41.59,19.63333333,42.12666667,19.79,48.96111111,5.59,93.69,18.7,37.545,22.63888889,46.83277778,19,44.4,4.45,730.1,97.5,6,44.5,4.05,130
1290,24.6,44.79,22.26,46.46666667,26,43,24.2,43.545,23.5,55.79714286,11.33,34.46333333,23.48428571,38.29,24.79,49.09,22.79,44.86,11.1,759.7166667,85.33333333,3.833333333,38.16666667,8.67,50
1291,18.89,37.5,16.89,39.9,19.39,37.46333333,18.2,36.26,17.72666667,54.4,2.03,77.19,17.5,31.46333333,20.2,41.56666667,17.6,39.86,0.633,747.8333333,97.66666667,1,39,0.333,150
1292,22,38.56,20,39.29,22.39,37.59,21.2,37.36333333,20.16666667,46.86333333,7.7725,22.3,21.39,32.46666667,22.6,35.46333333,20.6,36.62666667,8.38,753.6666667,66.66666667,4,40,2.45,110
1293,22,38.66333333,18.56666667,42.59,22.42666667,37.79,22.02,36.92,20.6,44.82666667,1,50.12666667,21.06,30.85,22.89,38.4,20.6,38.86333333,3.2,760.3,89,1,40,1.5,50
1294,18.73,38.59,17.89,38.32666667,18.7,40.09,17.6,38.03,16.29,56.4,0.466666667,96.76333333,16.18333333,33.9,19.2,47.09611111,15.89,42.66333333,-0.733,762.2333333,90.33333333,1,59.66666667,-2.1,50
1295,21.89,43.46666667,23.79,38.09,22.1,40.7,21.5,42.29,19.39,47.7,18.32333333,18.43333333,21.03333333,39.16333333,22.39,43.13333333,20,42.73,17.4,752.15,61.5,4,40,9.95,60
1296,25.6,39.4,24,39.73,26.22571429,34.76428571,25.39,40.09,24,48.59666667,11.06333333,28.06666667,25.1,36.62666667,26.365,44.0225,23.6,41.696,12.6,751.6,78,6,24,8.8,60
1297,21,43.09,20,43.2,20.5,44.4,18.39,44.7,18.745,47.59,10.62666667,83.16666667,19.52777778,38.85722222,20.285,45.255,17.1,48.9,10.9,762.2333333,67.66666667,5.833333333,40,5.02,50
1298,19.79,35,17.73,36.29,20.39,36.7,18.7,33.7,17.43714286,49.83714286,-0.766666667,62.22333333,19.35,34.59,20.79,40.56,18,40.15666667,-0.3,756.2,78,5,23,-3.7,90
1299,21.79,36.76,19,39.79,21.79,36.5,20.06666667,34.96666667,18.39,46.79,5.123333333,66.8,19.63333333,31.13333333,22.29,43.09,19.7,39.56,4.7,762.3,92,3.5,62.5,3.5,50
1300,18.73,41.26666667,18.32333333,39.23333333,19.66666667,43.79,16.2,37.33333333,16.44166667,49.43277778,0.8,96.62333333,16.1,31.79,20.225,40.64388889,15.4175,36.1475,0.1,761.2,90,1,56,-1.3,210
1301,20.42666667,40.23,18.7,41.53,21.42666667,40.73,18.7,41.03,17.98777778,51.79,2.7,92.09,19.2,39.16333333,21.2,46.9,18.2,45.5,2.42,734.95,96.83333333,2.166666667,43.16666667,1.98,70
1302,20.89,38.4,20.29,38.15,20.39,39.7,20.12777778,40.26888889,17.7,52.18166667,4.09,77.89333333,17.79,36.79,18.48,43.21272727,17.29,42.4,3.7,754.7,88,9,21,1.8,60
1303,22.7,39.59,19.7,43.86,23.32333333,39.56,19.79,40.93333333,20.16666667,50.86333333,6.966666667,71.72666667,21,40.46666667,23.2,48.86333333,20,43.59,7,748.8,98,3,65,6.7,60
1304,22.2,44.06,20.29,46.095,24.46333333,41.32666667,22.29,41.2,20.89,47.52,9.476,37.772,21,37,23.30666667,43.745,20.39,42.76,10.8,752.0333333,79.83333333,2.166666667,40,7.33,110
1305,18.7,46.29,17.89,46.32666667,19.7,44.7225,17.7,46.9,17.245,52.965,3.29,95.96666667,17.29,43.265,17.39,49.505,16.7,47.4,3.95,763.4833333,93.16666667,2,28.16666667,2.92,20
1306,21.82333333,47.43333333,21.39,45.29,22.39,45.5,21.29,48.76,19.5,55.79,8.8,99.4,18.7,45.01,20.1,51.41111111,18.2,50.32666667,8.4,756.7333333,95,5.666666667,62.66666667,7.67,60
1307,20.79,43.59,19.5,44.7,21.89,42.236,19.6,44.59,18.02,53.718,10.5,90.86666667,18.13333333,41.5,20.7,54.2,18.2,46.76,10.7,756.2,88.33333333,8.833333333,40,8.73,40
1308,21.39,35.32333333,19.85666667,34.19666667,22.5,35.13333333,21.79,32.96666667,18.7,44.1,10.06666667,11.79333333,20.79,24.6,23.1,34.56,19.7,37.9,7.95,764.05,49.5,8.5,28,-2.2,100
1309,21,41.29,19.16666667,43.79,21.66666667,38.56,19.79,40.29,19.29,45.7,13.06666667,43.46333333,20,36.5,21.29,42.09,19.6,40.23,12.6,752.9,78.66666667,3.666666667,39.33333333,8.83,60
1310,23.2,39.06,22.39,38.76,21.2,41.79,20.79,42.9,21.4,66.03,2.145,94.5,19.03333333,38.82666667,20.6,44.2,17.2,40.5,2.2,760,96,4,23,1.6,230
1311,21.76,40.9,19.39,43.09,23,39,21.5,39.79,20.1,46.5,9.5,48.82666667,21,34.09,24.16666667,45.46666667,20.35666667,40.56,9.57,750.4666667,77.66666667,6.666666667,40,5.83,60
1312,21.2675,41.9475,19.5,40.72333333,20.6,37.76,19.29,38.93333333,17.5,46.19333333,5.963333333,86.22666667,18.5,33.56,20.32333333,40.72333333,17.79,37.79,6.02,752.6833333,96,8.833333333,47.5,5.42,90
1313,19.29,41.29,18.1,41.5,19.6,40.59,18.7,38.09,17.5,55.2,0,94.62722222,18.89,34.29,19.56363636,41.86,17.1,37.5,-0.85,756.7,76,2,34.5,-4.7,40
1314,21.79,42.62666667,19.56666667,45.09,23.06666667,39.7,20.89,39,20.5,50.04,7.9,36.4,21.29,35.49857143,24.1,41.43,20.29,39.43333333,7.9,753.1666667,83.33333333,1,26.33333333,5.23,60
1315,18.89,46.9,18.16666667,46.7,19.53333333,45.09,17.89,47.7,17.29,53.47777778,7.226666667,99.9,17.39,44.33277778,17.48777778,50.68777778,16.89,48.53,7.17,760.5333333,88.33333333,4,36.33333333,5.33,40
1316,22.29,33.66666667,23.3,31.19,23.66333333,35,22.29,31.56666667,20.79,40.03,14.02333333,1,21.89,32.09,23.2,37.736,20.79,37.26666667,9.65,762.9,59.5,2.5,40,1.95,120
1317,19.82333333,46.86333333,19.2,45.36333333,20.2,45.29,19.29,46.79,18.29,50.29,4.9,95.93333333,17.89,45.79,19,54,17.2,50,5.1,741.1,93,5,29,4.1,40
1318,22.5,35.46666667,19.79,37.46666667,23.2,37,22.29,33.59,20.89,48.36333333,3.5,32.19,21.5,34.96,23.5,42.59,20.39,39.5,4.2,766.6,86.33333333,1,40,2.13,60
1319,21.5,41.36333333,19.29,44.16333333,21.1,38.66333333,20.7,36.29,19,45.63333333,6.9,51.19333333,21.2,28.63333333,23.16666667,36.59,19.7,37.9,6.4,764.2,84,5,20,3.8,350
1320,19.7,36.26666667,17.7,37.06,19.90571429,37.53857143,18.29,35.83333333,17,44.4,-1.356666667,83.93,17.16666667,30.29,19.39,39.795,17.39,38.374,-0.55,760.15,95,2.5,62,-1.25,50
1321,21.1,37.9,18.06666667,41.46666667,22.39,37.9,21.29,35.178,19.96333333,47.73,1.5,47.55666667,20.29,31.29,21.7,42.73,20,41.29,3.4,767.3,88,3,28,1.5,60
1322,22.7,31.89,21.79,29.69333333,24.23,38.4,22.80428571,31.89142857,20.39,36.59,14.66666667,1,22.39,25.9175,22.39,33.83333333,20.2,34.12666667,14.9,764.85,35.33333333,6,40,-0.3,210
1323,23,40.9,20.46333333,43.96666667,24.42666667,39.23,22.89,40.1175,21.1,50.236,6.9,50.5,23.1,39.65285714,23.89,41.99714286,22.5,43.79,8,749.5333333,96.33333333,2,22,7.43,50
1324,21.6,39.32666667,21,38.29,22.5,38.345,21.5,39.12666667,20.1,45.36333333,13.86,13.66,20.89,32.2,24.39,39.045,20.39,37.93,11.1,753.35,61,3.833333333,40,3.83,100
1325,21.63333333,43.09,20.7,41.9,23.76,40.96333333,20.79,38.6,20,49.4,13.158,14.872,21.52,33.59,23.5,39.356,20.6,41,11.1,753.5,60.5,4,40,3.55,270
1326,21.2,35.93,19.2,37.46666667,22.175,34.4,20.96333333,35.2,18.5,43.5,9.3,23.12333333,19.23,28.89,22.7,36.73,19.39,35.2,7.07,762.1,68,3.166666667,28.16666667,1.57,100
1327,19.79,35.9,17.89,36.4,20.29,36.09,18.675,32.875,17.456,48.674,0.033333333,60.02666667,19.2,32.776,20.7,39.36,18,39.63333333,0.3,756.7333333,74.66666667,5.666666667,23,-3.7,30
1328,22.26,40.53,20.63333333,41.96666667,22,38.4,20.6,41.16333333,20,48.16333333,6.656666667,67.82333333,20.2,33.9,24.6,39.4,19.89,38.5,7.8,755,86,2,22,5.5,120
1329,25.39,47.72666667,24.35666667,46.86333333,25.92666667,42.72666667,24.2,44.66333333,24.316,75.434,15.96333333,3.766666667,23.79,38,24.73,46.49,23.075,42.24,14.4,758.05,74,6.5,40,9.85,120
1330,21.53333333,40.29,19.2,42.79,23.1,39.2,21.1,39.545,20.03333333,46.43333333,8.8,44.19666667,20.89,34,23.7,44.59,20.39,41.62666667,8.87,750.9,75.83333333,4.833333333,40,4.75,60
1331,22.7,38.06666667,23.2,34.5,26.32333333,38.8,23.29,34.77714286,20.6,42.5,15.1,3.53,22,31.5,22.46333333,38.9,20.5,38.99666667,11.8,759.3,66,5,40,5.7,350
1332,21,38.16333333,19,38,21.7,35.9,18.1,35,17.39,47.18125,0.866666667,77.65666667,18.5,32.79,20.73,38.29,17.7,36.36333333,1.67,751.4666667,93.33333333,1,36.33333333,0.733,460
1333,22.89,46.33333333,21.6,44.29,24.2,38.36333333,22.39,39.645,21.1,45.5,13.89666667,18.22333333,21.89,34.44,23.6,41.44,20.89,42.5,14.5,745.6833333,60.38888889,8.055555556,39.33333333,6.91,100
1334,22.7,34.59,19.5,37.62666667,21.5,35.29,22.89,33.52666667,19.2,74.56333333,3,56.46666667,21,26.73,23,37.45666667,19.89,37.09,2.37,764.3,87.33333333,1.666666667,61,0.5,60
1335,19.365,46.5,18.6,46.29,19.89,45.29,18.29,47.76,17.42055556,54.245,9.8,99.9,17.65555556,44.95555556,17.67222222,50.97222222,17.06666667,48.83333333,9.67,755,92.66666667,8.166666667,64.66666667,8.5,40
1336,21,37.23,17.7,42.06666667,22.2,34.59,20.6,33.9,20,44.09,3.466666667,55.96666667,21.6,34.07125,23.89,40.23,20.1,38.4,2.68,755.5666667,94.16666667,3,21,1.8,60
1337,19.89,39.46333333,18.56666667,39.09,21.76,38.53,19.39,35.7,18.23,42.29,0.075,86.5925,18.29,29.815,20.2,37.745,17.79,37.23,1.1,772.2666667,92,1.666666667,63,-0.133,260
1338,21.89,50.39333333,21.2,46.16333333,22.46333333,46.06,20.79,47.16333333,19.5,56.45,8.69,99.19,18.72,44.41666667,20.08888889,50.78,18.2,49.79,8.2,756.1,95,5,23,7.5,70
1339,20.2,37.4,17.2,40.43333333,20.2,37.9,19,35.29,17.89,47.2,4.4,68.6675,18.5,35.2,20.29,43.79,17.6,39.32666667,4.3,752.1,72.66666667,5.333333333,40,-0.167,30
1340,20.7,44.79,19.39,45.5675,21.456,41.96,19.42666667,45.36,18.05714286,53,10.66,90.46666667,18.1,42.845,20.5,52.9,18.29,47.2,10.6,756.6666667,89.83333333,8.166666667,30.83333333,8.97,60
1341,22.2,37.03,19.6,38.29333333,23.2,34.195,20.89,32.63333333,18.29,44.62666667,6.16,25.86,22.6,24.1,22.5,30,19.7,37.59,5.5,766.7333333,66.66666667,3.333333333,23,-0.333,470
1342,21.46333333,45.96666667,20.89,44,22.56666667,45.09,19.63333333,47,18.7,55.80222222,8.726666667,85.96666667,18.6,42.79,20.7,54.96666667,18.89,50.4,8.88,754.6833333,83.83333333,6.833333333,40,6.33,40
1343,20.29,40,18.6,41.4,20.84,38.95,18.89,39.06,18.7,44.46666667,7.4,75.19,18.5,35.12666667,20.39,48.79,18.1,42.43333333,7.5,747.1333333,80.66666667,7,32.66666667,4.37,30
1344,22.2,44.7,20.92666667,44.5,21.89,44.1175,22.39,45.4,18.6,57,10.6,81.276,18.5,43.76,22.03333333,51.7,18.46333333,46.76,10.5,753.9666667,83.66666667,9,40,7.83,60
1345,22.96333333,44.16333333,21.92142857,44.42857143,24.39,39.76,23.6,43.02666667,21.79,48.4,16.03333333,30.33333333,22.7,39.65285714,22.79,45.2,22.53333333,43.7,13.8,757.9666667,85.16666667,4.833333333,38,11.3,60
1346,21.29,37.4,18.76,39.79,21.39,37.59,19.39,36,18.79,46.93,0.9,77.03,18.6,32,21.79,40.06,18.29,38.56666667,0.633,740.4833333,96.16666667,1,55.5,0.1,40
1347,22.26,33.76,20.5,34.29,20.7,35.43333333,20.89,33.03,18.1,43.9,10.03333333,21.15666667,23.16666667,26.1,25.1,31,19.39,37.79,9.33,768.2666667,57.33333333,6,28,1.2,70
1348,24.1,31.23,24.29,28.13333333,23.5,33.82666667,22.79,31.39,21.2,41,20.46333333,1,22.736,26.89,23.2,34.5,20.79,35.4,19.4,759.3333333,30.16666667,4.833333333,40,1.33,50
1349,23.5,44.29,22.65714286,43.25142857,24.39,40.59,23.5,43.03,22.934,56.44,15.165,14.42,23.1,40.2,23.33,46.218,22.6,44.06,16.3,758.1,64.66666667,2.666666667,40,9.5,80
1350,21.73,40.59,20.96333333,39.79,21.89,44.32666667,20.06666667,42.86333333,17.68333333,51.15722222,7.866666667,99.9,17.1,41.9,19.81777778,49.725,16.79,46.09,7.13,752.4666667,95,6,48.66666667,6.43,220
1351,18,40.29,16.89,40.86333333,18.2,39.79,15.8,39.96666667,15.89,48.2,3.9,99.59,16,35.245,17.29555556,43.2,15.5,39.96666667,3.67,760.9333333,96.33333333,6.666666667,44.33333333,3.1,30
1352,20.76,33.62666667,19.1,33.93333333,20.1,35.23857143,19.26,33.96666667,17.68571429,43.47,3.663333333,63.69333333,19.82333333,26.32333333,22.06666667,34.93,18,38.62666667,2.27,756.6666667,79.33333333,2.666666667,35.33333333,-1,70
1353,21.2,35.03,19.7,36.4,20,36.26428571,18.79,36.02666667,19,45.62,-1.53,76.09333333,18.7,28.42666667,21.7,38.93,18,36.8,-0.867,755.4666667,91.5,2,62,-2.05,40
1354,22,38.5,18.945,42.79,22.79,37.56,20.29,39,19.9725,46.6175,5.278888889,60.84666667,20.89,33.62666667,22.79,42.58,20.5,42.76,5.05,749.1,85.5,8,40,2.8,60
1355,21.7,36.29,21.2,34,22.5,35,22.6,34.316,20.23,39.29,13.39,1,20.6,28.29,21.85666667,35.72333333,20.53333333,35.79666667,11.4,762.1333333,53.66666667,5,40,2.1,530
1356,22.46333333,41.52666667,20,44.7,23.96333333,39.46666667,21.89,40.29,21,52.09,10.19,46.79,21.39,36.29,23.29,48.63333333,20.89,44.29,10.2,744.5833333,80.33333333,6.833333333,40,6.87,50
1357,20.7,36.09,21.96,34.12333333,21.6,34.53,20.4725,36.3725,18.7,48.5,8.226666667,58.73333333,19.1,29.5,21.1,37.29,19.1,34.86333333,5.08,756.15,82.16666667,2,30.83333333,2.33,60
1358,19.89,45.5,19.2,45.03,20.5,44.4,19,46.7,17.59444444,52.91111111,11.72666667,87.39666667,17.5,43.5,18.2,49.98888889,17.2,48.59,10.7,761.5,80,8,27,7.33,40
1359,17.79,42.79,17.1,42.4,18.5,43.62666667,15.69,46.4,15.375,51.09,6.4,99.9,15.67,39.97777778,18.39,53.4,15.39,48.29,6.68,767.85,87.66666667,5.666666667,37.66666667,4.7,30
1360,19.1,41.03,17.5,42.52666667,20.39,38.27714286,17.5,39.93,17,46.2,8.033333333,93.03,17.6,36.46333333,19.32333333,48.09,17.7,43.32666667,7.83,754.3,97,6,61.33333333,7.43,40
1361,22.6,44.09666667,21.73,42.86333333,22.7,44.39944444,21.53333333,42.19333333,18.89,54.055,5.123333333,76.6,18.6,35.29,22.2,42.765,18.29,42.36333333,5.07,763.9166667,81.33333333,3,40,2.03,170
1362,22.29,40.12666667,20.89,37.86333333,22.32333333,37,22.21285714,36.94285714,20.89,70.62333333,10.49,7.356666667,21.1,29.17142857,22.2,39.02666667,20,34.09,11.2,765.8666667,58.33333333,4,40,3.18,110
